STATE,EVENT_TYPE_CLEANED,YEAR,EVENT_TYPE_CLEANED,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
INDIANA,Draught,2011,25,0,0,0,2802500.0
INDIANA,Draught,2012,198,0,0,0,7575780.0
INDIANA,Draught,2016,6,0,0,0,25000.0
INDIANA,Extreme Temperature,1997,59,0,0,0,4342530.0
INDIANA,Extreme Temperature,1998,12,0,0,0,2500.0
INDIANA,Extreme Temperature,1999,14,0,0,0,3055250.0
INDIANA,Extreme Temperature,2000,13,0,1,0,2500.0
INDIANA,Extreme Temperature,2001,12,0,0,0,30250.0
INDIANA,Extreme Temperature,2003,6,0,0,0,25030.0
INDIANA,Extreme Temperature,2004,4,0,0,0,0.0
INDIANA,Extreme Temperature,2005,24,1,0,0,302500.0
INDIANA,Extreme Temperature,2006,20,0,0,0,2757530.0
INDIANA,Extreme Temperature,2007,73,0,0,0,2947500.0
INDIANA,Extreme Temperature,2008,25,0,0,0,2780000.0
INDIANA,Extreme Temperature,2009,39,0,0,0,1000250.0
INDIANA,Extreme Temperature,2010,35,1,0,0,1280250.0
INDIANA,Extreme Temperature,2011,53,0,0,1,3130030.0
INDIANA,Extreme Temperature,2012,53,0,1,0,6010250.0
INDIANA,Extreme Temperature,2013,24,0,0,0,55000.0
INDIANA,Extreme Temperature,2014,48,0,0,0,1055030.0
INDIANA,Extreme Temperature,2015,53,1,0,1,387780.0
INDIANA,Extreme Temperature,2016,61,0,0,0,2558000.0
INDIANA,Extreme Temperature,2017,18,0,0,0,52530.0
INDIANA,Extreme Temperature,2018,53,0,0,0,1712750.0
INDIANA,Extreme Temperature,2019,81,0,0,0,11883090.0
INDIANA,Extreme Temperature,2020,39,0,0,0,332500.0
INDIANA,Extreme Temperature,2021,36,0,0,0,3030000.0
INDIANA,Extreme Temperature,2022,43,0,0,0,3850250.0
INDIANA,Flood,1996,238,1,2,0,9560930.0
INDIANA,Flood,1997,164,0,1,0,84476060.0
INDIANA,Flood,1998,329,1,2,0,14906310.0
INDIANA,Flood,1999,187,1,2,0,9926900.0
INDIANA,Flood,2000,147,0,1,0,28200590.0
INDIANA,Flood,2001,188,0,2,0,39295780.0
INDIANA,Flood,2002,339,0,0,0,31226550.0
INDIANA,Flood,2003,393,0,3,0,265277400.0
INDIANA,Flood,2004,307,1,2,0,345194340.0
INDIANA,Flood,2005,210,0,1,0,16906050.0
INDIANA,Flood,2006,213,0,3,0,36981150.0
INDIANA,Flood,2007,179,0,3,1,1775930.0
INDIANA,Flood,2008,584,2,9,1,19158750.0
INDIANA,Flood,2009,329,0,0,0,271738780.0
INDIANA,Flood,2010,101,0,0,0,26560280.0
INDIANA,Flood,2011,212,0,0,0,57971280.0
INDIANA,Flood,2012,48,0,0,0,777750.0
INDIANA,Flood,2013,176,1,4,0,12717810.0
INDIANA,Flood,2014,122,1,2,0,25858030.0
INDIANA,Flood,2015,246,1,4,1,9038530.0
INDIANA,Flood,2016,107,0,1,1,4215030.0
INDIANA,Flood,2017,146,0,0,2,26460030.0
INDIANA,Flood,2018,197,0,2,0,54523030.0
INDIANA,Flood,2019,226,0,1,0,262666490.0
INDIANA,Flood,2020,119,0,1,0,4248120.0
INDIANA,Flood,2021,110,1,2,0,9468030.0
INDIANA,Flood,2022,61,0,0,0,3705030.0
INDIANA,Marine Storm,1999,1,0,1,0,0.0
INDIANA,Marine Storm,2001,1,0,1,0,0.0
INDIANA,Marine Storm,2005,1,0,1,0,0.0
INDIANA,Marine Storm,2008,2,0,2,0,0.0
INDIANA,Marine Storm,2010,1,1,1,0,0.0
INDIANA,Marine Storm,2011,1,0,1,0,0.0
INDIANA,Marine Storm,2012,2,0,2,0,0.0
INDIANA,Marine Storm,2013,1,0,1,0,0.0
INDIANA,Marine Storm,2016,1,1,1,0,25000.0
INDIANA,Marine Storm,2018,1,0,1,0,2500.0
INDIANA,Marine Storm,2020,4,0,3,0,250000.0
INDIANA,Marine Storm,2022,3,2,3,0,25000.0
INDIANA,Thunderstorm,1955,18,0,0,0,8677500.0
INDIANA,Thunderstorm,1956,30,0,0,0,608000.0
INDIANA,Thunderstorm,1957,50,0,0,0,7766060.0
INDIANA,Thunderstorm,1958,54,0,0,0,4618400.0
INDIANA,Thunderstorm,1959,24,0,0,0,1415530.0
INDIANA,Thunderstorm,1960,28,0,0,0,1310780.0
INDIANA,Thunderstorm,1961,30,0,0,0,30937750.0
INDIANA,Thunderstorm,1962,19,0,0,0,562750.0
INDIANA,Thunderstorm,1963,36,0,0,0,33813060.0
INDIANA,Thunderstorm,1964,39,0,0,0,2210780.0
INDIANA,Thunderstorm,1965,46,0,0,0,1287780.0
INDIANA,Thunderstorm,1966,26,0,0,0,10887500.0
INDIANA,Thunderstorm,1967,36,0,0,0,1248030.0
INDIANA,Thunderstorm,1968,34,0,0,0,930750.0
INDIANA,Thunderstorm,1969,44,0,0,0,2048000.0
INDIANA,Thunderstorm,1970,74,0,0,0,9368000.0
INDIANA,Thunderstorm,1971,72,0,0,0,1278030.0
INDIANA,Thunderstorm,1972,16,0,0,0,30112750.0
INDIANA,Thunderstorm,1973,52,0,0,0,1120500.0
INDIANA,Thunderstorm,1974,103,0,0,0,9415530.0
INDIANA,Thunderstorm,1975,83,0,0,0,1683030.0
INDIANA,Thunderstorm,1976,105,0,0,0,29606590.0
INDIANA,Thunderstorm,1977,84,0,0,0,1900530.0
INDIANA,Thunderstorm,1978,68,0,0,0,5421030.0
INDIANA,Thunderstorm,1979,127,0,0,0,8001250.0
INDIANA,Thunderstorm,1980,317,0,0,0,13464710.0
INDIANA,Thunderstorm,1981,117,0,0,0,4113280.0
INDIANA,Thunderstorm,1982,223,0,0,0,6221810.0
INDIANA,Thunderstorm,1983,199,0,0,0,7247890.0
INDIANA,Thunderstorm,1984,90,2,0,0,1993090.0
INDIANA,Thunderstorm,1985,205,3,0,0,9372170.0
INDIANA,Thunderstorm,1986,248,1,0,0,34591050.0
INDIANA,Thunderstorm,1987,250,2,0,0,60604650.0
INDIANA,Thunderstorm,1988,136,7,1,0,738900.0
INDIANA,Thunderstorm,1989,244,7,1,0,26132480.0
INDIANA,Thunderstorm,1990,279,7,3,0,11146100.0
INDIANA,Thunderstorm,1991,262,8,1,0,10396150.0
INDIANA,Thunderstorm,1992,281,4,0,0,14121010.0
INDIANA,Thunderstorm,1993,99,0,0,0,1990400.0
INDIANA,Thunderstorm,1994,272,1,0,0,24253150.0
INDIANA,Thunderstorm,1995,261,1,1,0,10039180.0
INDIANA,Thunderstorm,1996,587,14,3,0,24984680.0
INDIANA,Thunderstorm,1997,298,3,0,0,64388900.0
INDIANA,Thunderstorm,1998,671,13,4,0,56529520.0
INDIANA,Thunderstorm,1999,411,7,2,0,92187000.0
INDIANA,Thunderstorm,2000,682,8,1,0,22482900.0
INDIANA,Thunderstorm,2001,733,11,1,0,134220210.0
INDIANA,Thunderstorm,2002,513,6,0,0,19501060.0
INDIANA,Thunderstorm,2003,858,4,1,0,114544240.0
INDIANA,Thunderstorm,2004,618,2,1,0,45954590.0
INDIANA,Thunderstorm,2005,835,9,1,0,47481550.0
INDIANA,Thunderstorm,2006,1283,10,1,0,87322470.0
INDIANA,Thunderstorm,2007,594,3,1,0,80753390.0
INDIANA,Thunderstorm,2008,985,12,5,1,64860770.0
INDIANA,Thunderstorm,2009,617,6,1,0,55682800.0
INDIANA,Thunderstorm,2010,725,4,3,0,30551460.0
INDIANA,Thunderstorm,2011,1184,12,4,1,923381330.0
INDIANA,Thunderstorm,2012,1024,4,0,0,472080870.0
INDIANA,Thunderstorm,2013,636,3,1,1,29403180.0
INDIANA,Thunderstorm,2014,620,2,2,0,26760150.0
INDIANA,Thunderstorm,2015,608,8,2,0,30459230.0
INDIANA,Thunderstorm,2016,599,3,1,1,114413020.0
INDIANA,Thunderstorm,2017,634,7,1,0,167176610.0
INDIANA,Thunderstorm,2018,475,1,2,0,91158280.0
INDIANA,Thunderstorm,2019,806,2,1,0,44369770.0
INDIANA,Thunderstorm,2020,671,7,3,0,380275370.0
INDIANA,Thunderstorm,2021,532,3,2,0,38755680.0
INDIANA,Thunderstorm,2022,469,2,3,0,16076120.0
INDIANA,Tornado,1950,3,0,0,0,25000.0
INDIANA,Tornado,1951,5,3,0,0,552500.0
INDIANA,Tornado,1952,2,0,0,0,27500.0
INDIANA,Tornado,1953,9,2,2,0,335000.0
INDIANA,Tornado,1954,32,3,1,0,31668280.0
INDIANA,Tornado,1955,17,7,0,0,1627500.0
INDIANA,Tornado,1956,35,7,1,0,1475500.0
INDIANA,Tornado,1957,27,2,0,0,3161060.0
INDIANA,Tornado,1958,25,3,0,0,868060.0
INDIANA,Tornado,1959,16,0,0,0,705030.0
INDIANA,Tornado,1960,13,1,0,0,2682750.0
INDIANA,Tornado,1961,39,11,1,0,24182750.0
INDIANA,Tornado,1962,15,2,0,0,653250.0
INDIANA,Tornado,1963,33,6,1,0,5680650.0
INDIANA,Tornado,1964,9,2,0,0,602500.0
INDIANA,Tornado,1965,59,23,14,0,1183000.0
INDIANA,Tornado,1966,12,1,0,0,2657750.0
INDIANA,Tornado,1967,32,10,0,0,866590.0
INDIANA,Tornado,1968,18,4,1,0,7792750.0
INDIANA,Tornado,1969,19,2,0,0,862530.0
INDIANA,Tornado,1970,19,4,0,0,377500.0
INDIANA,Tornado,1971,17,7,1,0,257750.0
INDIANA,Tornado,1972,9,4,0,0,2783000.0
INDIANA,Tornado,1973,49,2,0,0,663000.0
INDIANA,Tornado,1974,63,30,17,0,285500.0
INDIANA,Tornado,1975,24,7,0,0,2802530.0
INDIANA,Tornado,1976,45,13,4,0,445250.0
INDIANA,Tornado,1977,14,5,1,0,2802750.0
INDIANA,Tornado,1978,24,1,0,0,1557500.0
INDIANA,Tornado,1979,15,2,1,0,302750.0
INDIANA,Tornado,1980,38,8,4,0,930000.0
INDIANA,Tornado,1981,12,0,0,0,50030.0
INDIANA,Tornado,1982,5,0,0,0,25250.0
INDIANA,Tornado,1983,5,0,0,0,30.0
INDIANA,Tornado,1984,4,0,0,0,52500.0
INDIANA,Tornado,1985,8,1,0,0,27530.0
INDIANA,Tornado,1986,26,6,1,0,2580030.0
INDIANA,Tornado,1987,17,1,0,0,75030.0
INDIANA,Tornado,1988,16,5,0,0,275000.0
INDIANA,Tornado,1989,26,4,0,0,330280.0
INDIANA,Tornado,1990,69,21,3,0,932710.0
INDIANA,Tornado,1991,15,1,1,0,277750.0
INDIANA,Tornado,1992,55,9,0,0,1353250.0
INDIANA,Tornado,1993,2,0,0,0,2500.0
INDIANA,Tornado,1994,18,3,1,0,280280.0
INDIANA,Tornado,1995,12,5,1,0,57500.0
INDIANA,Tornado,1996,33,2,0,0,552530.0
INDIANA,Tornado,1997,15,2,0,0,25000.0
INDIANA,Tornado,1998,41,5,0,0,37750.0
INDIANA,Tornado,1999,12,2,0,0,250000.0
INDIANA,Tornado,2000,15,1,0,0,505000.0
INDIANA,Tornado,2001,31,5,2,0,2830000.0
INDIANA,Tornado,2002,25,7,0,0,5277500.0
INDIANA,Tornado,2003,27,0,0,0,552500.0
INDIANA,Tornado,2004,53,6,1,0,3880030.0
INDIANA,Tornado,2005,21,4,2,0,50000.0
INDIANA,Tornado,2006,28,2,0,0,277500.0
INDIANA,Tornado,2007,21,1,0,0,2752750.0
INDIANA,Tornado,2008,37,6,3,0,875000.0
INDIANA,Tornado,2009,11,1,0,0,3002500.0
INDIANA,Tornado,2010,31,3,0,0,1055500.0
INDIANA,Tornado,2011,85,2,0,0,3457500.0
INDIANA,Tornado,2012,21,1,5,0,50000.0
INDIANA,Tornado,2013,53,4,0,0,2907500.0
INDIANA,Tornado,2014,36,0,0,0,752750.0
INDIANA,Tornado,2015,24,0,0,0,577530.0
INDIANA,Tornado,2016,43,1,0,0,252530.0
INDIANA,Tornado,2017,37,4,0,0,2503000.0
INDIANA,Tornado,2018,16,0,0,0,52500.0
INDIANA,Tornado,2019,32,3,0,0,2655000.0
INDIANA,Tornado,2020,17,1,0,0,252530.0
INDIANA,Tornado,2021,21,1,0,0,300000.0
INDIANA,Tornado,2022,15,0,0,0,275000.0
INDIANA,Wildfire,2006,2,0,0,0,0.0
INDIANA,Wildfire,2012,1,0,0,1,0.0
INDIANA,Wildfire,2020,1,0,0,0,0.0
INDIANA,Wildfire,2021,1,0,0,0,0.0
INDIANA,Wildfire,2022,1,0,0,0,0.0
INDIANA,Winter Storm,1996,303,0,0,0,23368490.0
INDIANA,Winter Storm,1997,140,0,0,0,1301150.0
INDIANA,Winter Storm,1998,57,0,0,0,8707780.0
INDIANA,Winter Storm,1999,150,0,0,0,4760560.0
INDIANA,Winter Storm,2000,174,0,0,0,4243530.0
INDIANA,Winter Storm,2001,23,0,0,0,27558250.0
INDIANA,Winter Storm,2002,129,1,0,0,17793000.0
INDIANA,Winter Storm,2003,138,0,0,0,4498000.0
INDIANA,Winter Storm,2004,149,2,1,0,8454400.0
INDIANA,Winter Storm,2005,150,2,1,0,2660560.0
INDIANA,Winter Storm,2006,36,0,0,0,3850060.0
INDIANA,Winter Storm,2007,269,0,0,3,86252870.0
INDIANA,Winter Storm,2008,293,0,1,11,13946650.0
INDIANA,Winter Storm,2009,150,0,0,1,6260530.0
INDIANA,Winter Storm,2010,300,0,1,5,23873340.0
INDIANA,Winter Storm,2011,227,0,2,2,10802780.0
INDIANA,Winter Storm,2012,217,0,0,5,17023030.0
INDIANA,Winter Storm,2013,285,0,0,2,13560400.0
INDIANA,Winter Storm,2014,369,0,0,1,4253900.0
INDIANA,Winter Storm,2015,344,0,2,2,32451120.0
INDIANA,Winter Storm,2016,173,4,0,5,16531370.0
INDIANA,Winter Storm,2017,97,0,0,3,1293030.0
INDIANA,Winter Storm,2018,257,0,0,3,36451090.0
INDIANA,Winter Storm,2019,287,1,0,5,33246400.0
INDIANA,Winter Storm,2020,65,0,0,2,288000.0
INDIANA,Winter Storm,2021,263,1,1,0,10876530.0
INDIANA,Winter Storm,2022,207,1,2,1,10428370.0
IOWA,Draught,1999,46,0,0,0,385280.0
IOWA,Draught,2000,97,0,0,0,9220250.0
IOWA,Draught,2001,51,0,0,0,182530.0
IOWA,Draught,2003,72,0,0,0,1735250.0
IOWA,Draught,2005,116,0,0,0,9610000.0
IOWA,Draught,2006,51,0,0,0,2937750.0
IOWA,Draught,2011,16,0,0,0,25000.0
IOWA,Draught,2012,418,0,0,0,28628870.0
IOWA,Draught,2013,160,0,0,0,36885530.0
IOWA,Draught,2017,50,0,0,0,3082500.0
IOWA,Draught,2018,35,0,0,0,400030.0
IOWA,Draught,2020,187,0,0,0,3475780.0
IOWA,Draught,2021,307,0,0,0,11258150.0
IOWA,Draught,2022,25,0,0,0,2752500.0
IOWA,Extreme Temperature,1996,39,0,0,0,80000.0
IOWA,Extreme Temperature,1997,73,1,0,0,25457780.0
IOWA,Extreme Temperature,1999,65,1,0,0,5447750.0
IOWA,Extreme Temperature,2000,91,0,1,0,1630000.0
IOWA,Extreme Temperature,2001,82,0,2,0,3677500.0
IOWA,Extreme Temperature,2003,11,0,0,0,27500.0
IOWA,Extreme Temperature,2005,29,0,0,0,52500.0
IOWA,Extreme Temperature,2006,10,0,1,0,500000.0
IOWA,Extreme Temperature,2007,46,0,0,0,3387500.0
IOWA,Extreme Temperature,2008,69,0,0,0,11405500.0
IOWA,Extreme Temperature,2009,91,0,1,0,1437560.0
IOWA,Extreme Temperature,2010,53,0,0,0,585280.0
IOWA,Extreme Temperature,2011,126,1,0,0,280518280.0
IOWA,Extreme Temperature,2012,215,2,0,0,60400870.0
IOWA,Extreme Temperature,2013,26,0,0,0,25000.0
IOWA,Extreme Temperature,2014,141,0,0,0,6120650.0
IOWA,Extreme Temperature,2015,31,0,0,0,585000.0
IOWA,Extreme Temperature,2016,191,0,0,1,13040810.0
IOWA,Extreme Temperature,2017,121,0,0,0,1635750.0
IOWA,Extreme Temperature,2018,184,0,0,0,43083840.0
IOWA,Extreme Temperature,2019,289,0,3,0,12056710.0
IOWA,Extreme Temperature,2020,47,0,0,0,5393030.0
IOWA,Extreme Temperature,2021,43,0,0,0,152780.0
IOWA,Extreme Temperature,2022,46,0,0,0,3980310.0
IOWA,Flood,1996,200,0,0,0,4588000.0
IOWA,Flood,1997,202,0,1,0,11530780.0
IOWA,Flood,1998,325,0,0,0,7565810.0
IOWA,Flood,1999,343,1,1,0,12322340.0
IOWA,Flood,2000,181,1,2,0,56083000.0
IOWA,Flood,2001,335,1,0,0,17418340.0
IOWA,Flood,2002,130,0,0,0,3853030.0
IOWA,Flood,2003,131,0,0,0,3660500.0
IOWA,Flood,2004,256,1,1,0,109151870.0
IOWA,Flood,2005,133,0,1,0,54742840.0
IOWA,Flood,2006,45,1,0,0,1302810.0
IOWA,Flood,2007,397,0,0,1,41096590.0
IOWA,Flood,2008,658,1,2,1,43076530.0
IOWA,Flood,2009,216,0,0,0,10966060.0
IOWA,Flood,2010,757,5,1,0,97371590.0
IOWA,Flood,2011,232,0,0,0,265225650.0
IOWA,Flood,2012,27,0,0,0,2802750.0
IOWA,Flood,2013,316,0,1,0,36733840.0
IOWA,Flood,2014,276,1,1,0,53965530.0
IOWA,Flood,2015,250,0,0,0,38147840.0
IOWA,Flood,2016,260,0,1,0,6326310.0
IOWA,Flood,2017,66,0,0,0,5575280.0
IOWA,Flood,2018,523,0,1,0,29411840.0
IOWA,Flood,2019,534,1,1,0,270231930.0
IOWA,Flood,2020,84,0,0,0,3632750.0
IOWA,Flood,2021,44,0,0,0,102500.0
IOWA,Flood,2022,31,0,0,0,5577500.0
IOWA,Thunderstorm,1955,18,0,0,0,5130620.0
IOWA,Thunderstorm,1956,39,0,0,0,279595280.0
IOWA,Thunderstorm,1957,29,0,0,0,8245500.0
IOWA,Thunderstorm,1958,33,0,0,0,4068000.0
IOWA,Thunderstorm,1959,40,0,0,0,6680530.0
IOWA,Thunderstorm,1960,60,0,0,0,67099090.0
IOWA,Thunderstorm,1961,54,0,0,0,32068000.0
IOWA,Thunderstorm,1962,76,0,0,0,4273250.0
IOWA,Thunderstorm,1963,42,0,0,0,8735250.0
IOWA,Thunderstorm,1964,80,0,0,0,8673280.0
IOWA,Thunderstorm,1965,77,0,0,0,4698280.0
IOWA,Thunderstorm,1966,46,0,0,0,3892530.0
IOWA,Thunderstorm,1967,70,0,0,0,40040500.0
IOWA,Thunderstorm,1968,106,0,0,0,7200530.0
IOWA,Thunderstorm,1969,122,0,0,0,6488840.0
IOWA,Thunderstorm,1970,132,0,0,0,6218400.0
IOWA,Thunderstorm,1971,142,0,0,0,7601500.0
IOWA,Thunderstorm,1972,39,0,0,0,24013500.0
IOWA,Thunderstorm,1973,148,0,0,0,5060560.0
IOWA,Thunderstorm,1974,316,0,0,0,15641430.0
IOWA,Thunderstorm,1975,171,0,0,0,3803530.0
IOWA,Thunderstorm,1976,86,0,0,0,2543310.0
IOWA,Thunderstorm,1977,63,0,0,0,6090000.0
IOWA,Thunderstorm,1978,114,0,0,0,5658590.0
IOWA,Thunderstorm,1979,145,0,0,0,7836340.0
IOWA,Thunderstorm,1980,238,0,0,0,15947550.0
IOWA,Thunderstorm,1981,154,0,0,0,10943340.0
IOWA,Thunderstorm,1982,118,0,0,0,5447900.0
IOWA,Thunderstorm,1983,178,0,0,0,3990900.0
IOWA,Thunderstorm,1984,204,4,3,0,30463800.0
IOWA,Thunderstorm,1985,213,1,0,0,9215710.0
IOWA,Thunderstorm,1986,311,4,0,0,7700890.0
IOWA,Thunderstorm,1987,204,0,0,0,20855150.0
IOWA,Thunderstorm,1988,138,1,0,0,3203710.0
IOWA,Thunderstorm,1989,300,4,0,0,9172420.0
IOWA,Thunderstorm,1990,256,4,0,0,19426260.0
IOWA,Thunderstorm,1991,321,5,2,0,31983590.0
IOWA,Thunderstorm,1992,257,2,1,0,8888080.0
IOWA,Thunderstorm,1993,122,1,0,0,6753000.0
IOWA,Thunderstorm,1994,557,8,0,0,51729790.0
IOWA,Thunderstorm,1995,416,6,0,0,67915180.0
IOWA,Thunderstorm,1996,794,10,1,0,141334870.0
IOWA,Thunderstorm,1997,635,10,1,0,22132990.0
IOWA,Thunderstorm,1998,1146,14,2,0,168178410.0
IOWA,Thunderstorm,1999,666,8,0,0,75250740.0
IOWA,Thunderstorm,2000,979,2,1,0,42878080.0
IOWA,Thunderstorm,2001,1419,18,1,0,161360390.0
IOWA,Thunderstorm,2002,1050,4,0,0,118485590.0
IOWA,Thunderstorm,2003,1092,6,2,0,70880330.0
IOWA,Thunderstorm,2004,1684,7,0,0,235979610.0
IOWA,Thunderstorm,2005,1047,4,2,0,90800800.0
IOWA,Thunderstorm,2006,1220,7,0,0,106169950.0
IOWA,Thunderstorm,2007,1080,6,0,0,58028240.0
IOWA,Thunderstorm,2008,1858,8,2,0,372453740.0
IOWA,Thunderstorm,2009,1091,6,0,0,62478960.0
IOWA,Thunderstorm,2010,1459,13,0,0,118400580.0
IOWA,Thunderstorm,2011,1387,3,1,0,333288080.0
IOWA,Thunderstorm,2012,985,3,1,0,116708370.0
IOWA,Thunderstorm,2013,1165,2,0,0,423802770.0
IOWA,Thunderstorm,2014,1743,7,3,0,392346050.0
IOWA,Thunderstorm,2015,1212,1,2,0,918383010.0
IOWA,Thunderstorm,2016,1187,1,0,0,114230240.0
IOWA,Thunderstorm,2017,1397,3,1,0,151553800.0
IOWA,Thunderstorm,2018,1463,5,0,0,219734240.0
IOWA,Thunderstorm,2019,973,6,0,0,67238490.0
IOWA,Thunderstorm,2020,912,1,2,1,70682270.0
IOWA,Thunderstorm,2021,893,1,1,0,70997240.0
IOWA,Thunderstorm,2022,565,0,0,0,37010020.0
IOWA,Tornado,1950,4,1,0,0,30.0
IOWA,Tornado,1951,5,3,0,0,800000.0
IOWA,Tornado,1952,6,2,1,0,60000.0
IOWA,Tornado,1953,32,8,2,0,5906030.0
IOWA,Tornado,1954,19,3,1,0,3610250.0
IOWA,Tornado,1955,7,0,0,0,7525250.0
IOWA,Tornado,1956,7,2,0,0,2580250.0
IOWA,Tornado,1957,17,1,0,0,5182530.0
IOWA,Tornado,1958,16,2,0,0,2652780.0
IOWA,Tornado,1959,26,3,0,0,50410030.0
IOWA,Tornado,1960,29,1,1,0,36230500.0
IOWA,Tornado,1961,16,6,1,0,10500.0
IOWA,Tornado,1962,12,1,1,0,778000.0
IOWA,Tornado,1963,15,1,0,0,807780.0
IOWA,Tornado,1964,55,11,1,0,34211280.0
IOWA,Tornado,1965,51,11,2,0,5117530.0
IOWA,Tornado,1966,41,2,1,0,475500.0
IOWA,Tornado,1967,53,7,2,0,2592780.0
IOWA,Tornado,1968,28,5,2,0,1157750.0
IOWA,Tornado,1969,28,0,0,0,412500.0
IOWA,Tornado,1970,22,0,0,0,338090.0
IOWA,Tornado,1971,35,7,1,0,3160000.0
IOWA,Tornado,1972,25,1,0,0,8135810.0
IOWA,Tornado,1973,33,3,1,0,780250.0
IOWA,Tornado,1974,27,8,2,0,610030.0
IOWA,Tornado,1975,40,3,0,0,565500.0
IOWA,Tornado,1976,26,3,0,0,460250.0
IOWA,Tornado,1977,38,6,0,0,2580250.0
IOWA,Tornado,1978,27,4,2,0,587750.0
IOWA,Tornado,1979,61,13,3,0,26689030.0
IOWA,Tornado,1980,50,2,0,0,1110500.0
IOWA,Tornado,1981,36,3,0,0,1355250.0
IOWA,Tornado,1982,36,1,0,0,5860250.0
IOWA,Tornado,1983,33,5,0,0,850000.0
IOWA,Tornado,1984,81,16,3,0,2463530.0
IOWA,Tornado,1985,28,3,1,0,3075030.0
IOWA,Tornado,1986,47,4,1,0,857840.0
IOWA,Tornado,1987,44,0,0,0,1407530.0
IOWA,Tornado,1988,67,4,0,0,3428310.0
IOWA,Tornado,1989,40,4,0,0,1140060.0
IOWA,Tornado,1990,80,2,0,0,6520370.0
IOWA,Tornado,1991,62,3,0,0,925250.0
IOWA,Tornado,1992,30,1,0,0,4050280.0
IOWA,Tornado,1993,7,1,0,0,2532500.0
IOWA,Tornado,1994,49,1,0,0,258315560.0
IOWA,Tornado,1995,49,2,0,0,887810.0
IOWA,Tornado,1996,22,1,0,0,2777750.0
IOWA,Tornado,1997,26,0,0,0,3305000.0
IOWA,Tornado,1998,78,6,0,0,28630530.0
IOWA,Tornado,1999,73,8,1,0,3632530.0
IOWA,Tornado,2000,51,2,1,0,3105000.0
IOWA,Tornado,2001,112,6,1,0,5692810.0
IOWA,Tornado,2002,32,0,0,0,327530.0
IOWA,Tornado,2003,31,0,0,0,575250.0
IOWA,Tornado,2004,124,1,0,0,29290000.0
IOWA,Tornado,2005,51,4,1,0,1267500.0
IOWA,Tornado,2006,40,3,1,0,5882500.0
IOWA,Tornado,2007,51,2,0,0,2635000.0
IOWA,Tornado,2008,115,6,2,0,3631060.0
IOWA,Tornado,2009,26,0,0,0,27500.0
IOWA,Tornado,2010,34,2,0,0,27500.0
IOWA,Tornado,2011,54,3,0,0,382560.0
IOWA,Tornado,2012,18,2,0,0,532530.0
IOWA,Tornado,2013,31,0,1,0,525500.0
IOWA,Tornado,2014,113,0,1,0,29077500.0
IOWA,Tornado,2015,72,3,0,0,388060.0
IOWA,Tornado,2016,48,3,0,0,3602500.0
IOWA,Tornado,2017,68,3,0,1,4585000.0
IOWA,Tornado,2018,76,2,0,0,10955280.0
IOWA,Tornado,2019,59,2,1,0,380000.0
IOWA,Tornado,2020,31,0,0,0,505250.0
IOWA,Tornado,2021,146,1,0,0,11935560.0
IOWA,Tornado,2022,55,3,2,0,590000.0
IOWA,Wildfire,2005,1,1,0,0,0.0
IOWA,Wildfire,2011,9,0,0,0,0.0
IOWA,Wildfire,2012,5,1,0,0,25250.0
IOWA,Wildfire,2015,1,0,0,0,0.0
IOWA,Wildfire,2017,1,0,0,0,0.0
IOWA,Wildfire,2020,1,0,0,0,0.0
IOWA,Wildfire,2022,1,0,0,0,0.0
IOWA,Winter Storm,1996,785,4,5,0,99201610.0
IOWA,Winter Storm,1997,606,1,0,0,271319520.0
IOWA,Winter Storm,1998,298,1,1,0,39513900.0
IOWA,Winter Storm,1999,430,1,4,0,19075460.0
IOWA,Winter Storm,2000,610,0,0,0,86812860.0
IOWA,Winter Storm,2001,352,0,0,0,90417430.0
IOWA,Winter Storm,2002,162,0,0,0,4555620.0
IOWA,Winter Storm,2003,309,0,0,0,70009710.0
IOWA,Winter Storm,2004,276,0,0,0,19091680.0
IOWA,Winter Storm,2005,264,0,0,0,94468520.0
IOWA,Winter Storm,2006,141,0,0,0,4567810.0
IOWA,Winter Storm,2007,742,1,1,2,53123120.0
IOWA,Winter Storm,2008,700,0,0,4,25960770.0
IOWA,Winter Storm,2009,448,1,0,2,20382120.0
IOWA,Winter Storm,2010,604,1,1,0,140777180.0
IOWA,Winter Storm,2011,247,0,1,3,15603000.0
IOWA,Winter Storm,2012,272,1,1,3,6049560.0
IOWA,Winter Storm,2013,470,0,0,1,39966060.0
IOWA,Winter Storm,2014,292,0,0,0,42283030.0
IOWA,Winter Storm,2015,536,1,2,1,349734060.0
IOWA,Winter Storm,2016,194,0,1,0,12669210.0
IOWA,Winter Storm,2017,239,0,0,0,12091340.0
IOWA,Winter Storm,2018,454,0,0,1,57121180.0
IOWA,Winter Storm,2019,421,0,0,2,21155240.0
IOWA,Winter Storm,2020,319,0,1,3,8991340.0
IOWA,Winter Storm,2021,353,0,0,2,9980240.0
IOWA,Winter Storm,2022,167,0,0,0,8041060.0
KANSAS,Draught,1996,27,0,0,0,532500.0
KANSAS,Draught,1999,23,0,0,0,502500.0
KANSAS,Draught,2000,52,0,0,0,5860500.0
KANSAS,Draught,2002,115,0,0,0,1480500.0
KANSAS,Draught,2003,48,0,0,0,3010560.0
KANSAS,Draught,2006,12,0,0,0,75030.0
